ID_TestSet,file,bx,by,bz,bl,bm,bn,bmag,vx,vy,vz,vmag,np,tpar,tper,goal
80,184,-7.77,0.001,15.22,16.28,-4.66,2.28,17.09,-22.71,-46.18,-36.5,63.11,0.67,604.84,824.09,1
80,184,-8.16,-0.86,14.81,16.23,-4.63,1.24,16.93,1.46,-22.61,-16.78,28.19,0.78,551.4,745.97,1
80,184,-7.85,-1.75,14.86,16.42,-3.93,0.65,16.88,-24.2,12.96,-14.78,31.19,0.79,538.82,747.73,1
80,184,-7.54,-1.8,14.13,15.67,-3.74,0.47,16.12,-39.38,43.52,-12.95,60.11,0.95,483.61,681.95,1
80,184,-7.58,-2.42,14.21,15.92,-3.46,-0.03,16.29,-45.91,38.79,-4.31,60.27,0.92,488.25,658.21,1
80,184,-7.2,-3.67,13.72,15.68,-2.59,-1.09,15.93,-48.58,19.25,10.32,53.27,0.96,545.89,690.9,1
80,184,-6.55,-4.89,14.6,16.61,-1.32,-1.53,16.73,-32.02,36.02,24.45,54.06,0.98,588.78,727.39,1
80,184,-7.2,-4.73,15.28,17.37,-1.86,-1.41,17.54,-34.41,6.74,43.86,56.16,0.88,816.3,629.97,1
80,184,-7.43,-3.84,14.32,16.34,-2.62,-1.12,16.59,-12.21,8.89,51.83,53.99,1,856.46,596.13,1
80,184,-8.59,-5.32,15.02,17.7,-2.81,-2.58,18.11,37.22,43.5,25.01,62.48,0.65,670.46,821.78,1
80,184,-7.23,-7.59,15.03,17.88,-0.53,-3.91,18.32,16.38,2.73,99.51,100.88,0.67,1102.42,729.4,1
80,184,-3.61,-7.29,14.82,16.58,2.41,-2.24,16.9,-33.56,-19.55,140.46,145.72,0.78,1065.61,652.7,1
80,184,-4.31,-5.78,14.27,15.89,1,-1.46,15.99,42.16,65.11,-6.77,77.86,0.73,507.2,767.64,1
80,184,-4.32,-4.93,12.7,14.23,0.37,-1.32,14.29,50.45,97.33,15.79,110.76,0.73,590.19,918.95,1
80,184,-4.6,-4.92,13.37,14.92,0.21,-1.19,14.97,28.57,164.96,21.3,168.75,0.46,919.28,1240.46,1
80,184,-4.43,-4.26,11.9,13.35,-0.15,-1.1,13.4,60.98,55.83,70.98,108.98,0.3,1423.83,2105.3,1
80,184,-3.91,-4.55,12.76,14.07,0.55,-0.82,14.11,51.45,116.66,62.45,141.97,0.28,1531.13,2271.18,1
80,184,-4.25,-5.2,12.07,13.7,0.47,-1.75,13.82,56.5,107.9,80.2,145.83,0.3,1494.16,2301.94,1
80,184,-4.85,-5.5,12.5,14.34,0.16,-2.09,14.5,16.45,117.47,48.07,127.98,0.3,1495.88,2366.06,1
80,184,-4.28,-5.27,13.75,15.27,0.71,-1.21,15.33,-41.54,78.73,26.99,93.01,0.23,1737.51,2709.12,1
80,184,-3.75,-4.73,13.54,14.79,0.88,-0.62,14.83,-88.48,47.79,24.91,103.61,0.19,2230.51,3580.41,1
80,184,-4.37,-5.07,13.6,15.11,0.52,-1.14,15.16,-65.08,55.63,2.98,85.66,0.17,2232.92,3765.42,1
80,184,-4.31,-4.51,13.88,15.21,0.33,-0.54,15.22,-75.22,38.4,1.3,84.45,0.17,2367.53,3652.45,1
80,184,-4.53,-4.2,14.24,15.52,0.04,-0.25,15.52,-82.18,12.02,-14.09,84.25,0.14,2684.98,4264.54,1
80,184,-4.76,-3.93,14.51,15.77,-0.25,-0.02,15.77,-47.38,-22.21,-1.28,52.34,0.13,2775.72,4309.7,1
80,184,-5.09,-3.65,14.85,16.11,-0.62,0.19,16.12,-63.33,-55.38,-14.05,85.3,0.12,2975.31,4731.6,1
80,184,-5.29,-3.68,14.83,16.15,-0.78,0.08,16.17,-28.92,-79.05,-0.8,84.18,0.12,2956.52,4176.31,1
80,184,-5.43,-3.69,14.66,16.04,-0.92,-0.04,16.07,18.43,-98.51,-5.17,100.34,0.12,2946.53,4366.66,1
80,184,-5.29,-3.8,14.32,15.71,-0.79,-0.2,15.73,33.9,-88.37,5.89,94.84,0.15,2356.5,3464.68,1
80,184,-4.93,-3.8,13.99,15.3,-0.53,-0.16,15.31,85.37,-67.5,10.66,109.36,0.14,2621.9,3820.92,1
80,184,-4.91,-4.03,13.53,14.93,-0.46,-0.52,14.95,60.5,-25.12,6.05,65.8,0.15,2481.44,3570.08,1
80,184,-5.19,-4.51,13.45,15.06,-0.48,-1.06,15.11,89.83,-2.72,28.15,94.18,0.14,2630.87,3763.18,1
80,184,-4.98,-4.62,13.57,15.14,-0.23,-1.03,15.17,59.61,26.42,16.54,67.27,0.16,2578.73,3488.46,1
80,184,-5.03,-4.85,13.27,14.94,-0.2,-1.34,15,7.39,39.43,24.91,47.24,0.13,2950.65,4208.79,1
80,184,-5.25,-5.06,12.98,14.78,-0.33,-1.72,14.88,1.66,51.49,-0.49,51.52,0.15,2850.27,4448,1
80,184,-5.04,-5.12,12.67,14.45,-0.16,-1.79,14.57,-24.61,44.43,18.84,54.18,0.14,2952.38,4272.99,1
80,184,-4.89,-5.05,12.84,14.55,-0.04,-1.61,14.64,-57.91,3.59,-16.67,60.38,0.13,3096.37,4877.16,1
80,184,-4.91,-4.8,13.2,14.82,-0.13,-1.28,14.88,-10.52,11.75,-11.75,19.67,0.13,2927.13,4399.75,1
80,184,-5.07,-4.84,13.68,15.33,-0.19,-1.2,15.38,-56.02,16.94,-17.09,60.98,0.15,2530.47,3654.79,1
80,184,-5.05,-4.89,14.34,15.94,-0.06,-1,15.97,-48.06,-18,-35.68,62.52,0.11,3332.58,4869.49,1
80,184,-5.03,-4.82,14.76,16.3,-0.01,-0.78,16.33,-50.41,-23.2,-16.4,57.86,0.13,2692.75,4270.93,1
80,184,-5.24,-4.62,14.97,16.51,-0.27,-0.62,16.52,-5.9,-35.33,-21.62,41.84,0.15,2240.15,3341.29,1
80,184,-5.46,-4.32,14.97,16.5,-0.6,-0.47,16.51,13.39,-112.63,-34,118.41,0.12,3104.39,4518.66,1
80,184,-5.71,-3.94,14.96,16.46,-1,-0.26,16.5,18.62,-103.86,-20.57,107.5,0.12,2950.65,4126.58,1
80,184,-6.12,-3.64,14.66,16.23,-1.54,-0.29,16.29,74.47,-105.5,-41.86,135.75,0.12,2961.78,4124.25,1
80,184,-6.54,-3.38,14.09,15.75,-2.11,-0.44,15.9,83.8,-112.55,-7.18,140.5,0.13,2737.12,3993.28,1
80,184,-6.76,-3.42,13.44,15.23,-2.36,-0.8,15.43,110.41,-54.33,-2.75,123.08,0.14,2858.11,4050.84,1
80,184,-6.78,-3.87,12.8,14.75,-2.25,-1.42,14.99,119.73,-68.08,-3.99,137.8,0.13,2852.86,3905.29,1
83,192,21.49,-14.69,1.49,-1.04,25.9,-2.86,26.08,-227.63,92.8,49.88,250.83,7.21,89.05,147.66,1
83,192,20.94,-14.74,0.09,-2.16,25.26,-3.63,25.61,-215.41,106.47,44.59,244.38,7.21,90.22,150.39,1
83,192,22.12,-14.36,-0.81,-3.44,25.96,-3.16,26.37,-227.14,99.98,48.7,252.91,7.75,92.72,155.13,1
83,192,22.16,-15.01,-0.78,-3.25,26.32,-3.68,26.78,-215.66,106.23,37.29,243.28,7.39,99.23,147.27,1
83,192,21.13,-15.92,2.12,-0.04,26.28,-3.81,26.54,-231.44,110.63,38,259.32,6.33,103.58,151.21,1
83,192,20.7,-13.36,3.35,0.55,24.82,-1.41,24.86,-230.1,110.13,31.78,257.07,7.3,84.36,159.77,1
83,192,21.48,-13.5,4.36,1.3,25.69,-0.84,25.74,-214.63,119.61,45.34,249.86,6.06,102.58,157.24,1
83,192,24.61,-12.09,2.88,-1.32,27.52,1.1,27.57,-194.07,151.52,37.45,249.03,6.68,92.3,142.92,1
83,192,25.19,-11,0.84,-3.65,27.21,1.51,27.5,-197.66,142.72,29.78,245.61,5.55,101.41,146.36,1
83,192,25.37,-12.77,-1.88,-5.76,27.87,-0.87,28.46,-195.91,139.41,22.57,241.5,5.89,102.94,157,1
83,192,22.55,-17.16,-0.96,-2.98,27.69,-5.37,28.36,-217.46,104.05,21.09,241.99,6.68,91.16,150.57,1
83,192,20.59,-17.96,3.64,2.04,27,-5.21,27.57,-239.67,85.45,71.65,264.35,6.06,181.38,122.84,1
83,192,21.98,-16.32,5.43,2.86,27.63,-2.6,27.91,-232.88,104.72,79.48,267.42,5.46,94.36,173.38,1
83,192,24.61,-11.86,-0.21,-4.24,26.99,0.17,27.32,-193.5,149.22,26.95,245.85,3.69,210,131.72,1
83,192,25.7,-13.6,-2.46,-6.18,28.48,-1.64,29.19,-205.25,127.29,18.82,242.25,6.68,76.33,155.61,1
83,192,22.41,-17.85,-3.63,-5.22,27.53,-6.98,28.87,-223.19,103.38,9.63,246.16,6.51,83.48,158.3,1
83,192,18.95,-19.66,-1.95,-2.22,25.65,-9.32,27.37,-244.88,94.3,7.04,262.51,6.42,100.41,165.61,1
83,192,18.93,-19.24,1.39,0.76,25.87,-7.76,27.03,-247.47,97.41,48.22,270.29,6.77,96.73,168.41,1
83,192,19.54,-18.18,4.75,3.41,26.35,-5.41,27.12,-245.85,100.19,57.27,271.58,6.15,104.11,157.8,1
83,192,19.52,-18.57,2.25,1.21,26.18,-6.65,27.04,-247.96,98.76,35.72,269.27,7.21,88.25,158.44,1
83,192,16.35,-18.35,5.69,5.24,23.79,-6.53,25.23,-260.04,100.51,61.59,285.51,6.95,100.7,172.24,1
83,192,16.45,-17.78,6.09,5.44,23.67,-5.87,24.99,-256.51,118.57,73.11,291.89,7.3,97.94,171.88,1
83,192,16.71,-15.82,5.75,4.55,22.88,-4.24,23.71,-246.27,133.19,73.34,289.42,6.68,99.83,189.27,1
83,192,18.29,-16.17,5.79,4.22,24.44,-3.87,25.1,-245.97,121.93,63.79,281.85,6.86,111.16,170.55,1
83,192,19.09,-16.05,5.55,3.73,25.04,-3.53,25.55,-246.16,128,62.52,284.39,7.13,88.83,163.83,1
83,192,17.02,-14.97,5.58,4.08,22.71,-3.46,23.35,-261.11,114.94,60.74,291.69,7.83,99.18,187.5,1
83,192,17.98,-16.25,7.31,5.73,24.41,-3.52,25.32,-251.77,125.12,69.43,289.6,7.04,88.84,162.6,1
83,192,17.45,-16.23,8.69,7.15,24.12,-3.22,25.37,-254.11,125.12,75.48,293.14,7.39,97.43,155.75,1
83,192,17.42,-15.81,9.25,7.57,23.96,-2.68,25.28,-249.02,132.16,73.27,291.27,7.13,90.58,155.77,1
83,192,16.88,-15.91,7.79,6.4,23.37,-3.51,24.48,-254.85,130.55,71.62,295.17,8.19,88.47,165.19,1
83,192,17.68,-15.46,8.62,6.82,23.94,-2.51,25.02,-252.52,133.52,71.69,294.51,7.92,86.91,154.5,1
83,192,16.96,-15.3,8.81,7.17,23.27,-2.6,24.49,-259.23,128.71,71.19,298.05,8.45,85.52,155.94,1
83,192,17.09,-15.43,9.24,7.55,23.5,-2.51,24.8,-269.73,123.57,83.25,308.14,6.95,97.26,160.13,1
83,192,18.23,-15.8,8.53,6.67,24.55,-2.6,25.59,-270.1,122.94,82.54,308.02,7.21,90.3,154.5,1
83,192,17.5,-16.45,8.75,7.25,24.28,-3.37,25.55,-270.92,122.83,75.58,306.91,6.95,99.93,154.58,1
83,192,16.86,-16.29,10.33,8.85,23.87,-2.93,25.62,-275.29,122.76,86.44,313.57,7.3,102.08,160.22,1
83,192,15.36,-15.42,9.44,8.24,22.03,-3.14,23.73,-276.25,128.32,86.84,316.73,7.66,99.07,166.28,1
83,192,14.33,-13.82,9.15,7.86,20.32,-2.33,21.92,-270.13,130.64,80.37,310.64,7.57,109.9,197.33,1
83,192,16.62,-15.09,11.45,9.64,23.23,-1.61,25.2,-274.6,126.23,94.7,316.72,7.13,80.52,157.22,1
83,192,14.02,-13.89,12.09,10.67,20.48,-1.46,23.13,-260.5,126.76,78.84,300.23,7.83,91.97,183.49,1
83,192,17.38,-14.71,11.13,9.04,23.66,-1.1,25.35,-242.41,144.02,86.47,294.92,7.48,78.7,155.67,1
83,192,18.03,-15.44,12.23,10.05,24.71,-1.05,26.7,-253.11,130.35,107.61,304.35,7.48,82.66,150.36,1
83,192,20.99,-10.51,7.2,3.29,24.2,2.48,24.54,-211.88,166.27,74.32,279.41,3.38,238.92,139.36,1
83,192,27.37,-5.09,3.38,-3.44,26.58,8.27,28.04,-185.52,197.61,43.38,274.5,5.02,132.47,205.8,1
83,192,25.25,-13.5,8.11,3.68,29.45,2.07,29.76,-188.44,146.24,76.23,250.41,4.98,213.96,158.47,1
83,192,17.59,-19.45,10.4,9.51,26.04,-5.24,28.21,-250,94.01,107.37,287.86,5.11,123.08,192.97,1
83,192,17.02,-17.2,12.8,11.32,24.79,-2.74,27.38,-250.63,106.62,139.77,306.13,4.27,112.38,176.19,1
83,192,16.28,-19.13,11.24,10.59,24.87,-5.22,27.53,-287.07,91.68,109.23,320.54,6.33,203.14,118.01,1
83,192,14.01,-15.96,16.45,15.24,22.07,-1.62,26.87,-285.45,104.52,124.29,328.41,4.76,94.41,149.44,1
83,192,16.7,-18.25,10.4,9.46,24.7,-4.6,26.85,-267.82,95.48,73.59,293.7,6.42,80.57,139.69,1
83,192,16.7,-17.49,9.87,8.78,24.24,-4.16,26.12,-255.24,113.79,73.66,289,6.42,81.09,144.03,1
83,192,19.02,-15.76,9.5,7.33,25.36,-1.89,26.45,-230.41,118.22,78.29,270.54,4.36,106.07,170.46,1
83,192,25.04,-9.99,8.44,3.14,27.62,5.03,28.25,-211.1,154.38,77.79,272.85,5.55,203.91,118.3,1
83,192,14.25,-20.28,13.77,13.79,24,-6.1,28.35,-302.25,115.55,124.58,346.73,5.8,292.14,121.83,1
83,192,11.7,-19.2,12.69,13.26,21.13,-6.65,25.83,-282.58,68.98,125.69,316.88,3.65,178.3,123.65,1
83,192,16.32,-17.94,9.29,8.47,24.04,-4.9,25.96,-272.6,126.58,142.71,332.72,6.95,224.92,120.08,1
83,192,13.91,-17.62,13.95,13.38,22.45,-3.95,26.44,-285.52,93.02,76.87,309.98,6.86,213.07,100.83,1
83,192,14.84,-18.03,8.09,7.81,22.66,-6.02,24.71,-279.98,89.91,63.83,300.91,6.42,85.18,147.72,1
83,192,16.82,-16.27,8.72,7.37,23.61,-3.5,24.98,-260.44,113.12,75.4,293.79,6.95,84.65,150.38,1
83,192,16.93,-16.76,8.47,7.23,23.9,-3.95,25.29,-268.45,125.04,88.63,309.13,6.42,91.86,151.72,1
83,192,13.91,-16.63,11.91,11.25,21.7,-3.87,24.75,-281.51,119.37,91.34,319.11,8.28,88.48,144.58,1
83,192,14.72,-17.09,10.69,10.01,22.45,-4.35,24.96,-259.57,124.84,77.7,298.32,6.33,86.44,143.82,1
83,192,16.04,-14.79,10.93,9.26,22.52,-1.79,24.41,-260.92,131.75,80.05,303.07,6.68,80.76,164.24,1
83,192,15.41,-14.94,12.41,10.84,22.24,-1.65,24.79,-265.52,134.38,85.44,309.61,6.95,84,152.22,1
83,192,13.74,-14.9,13.07,11.92,20.86,-2.06,24.12,-256.85,129.33,76.69,297.63,6.59,81.97,146.05,1
83,192,16.82,-13.17,8.87,6.72,22.12,-0.86,23.13,-246.13,131.25,63.73,286.13,6.24,84.44,171.33,1
83,192,18.41,-13.12,6.28,3.85,23.12,-1.09,23.46,-228.6,136.58,54.02,271.72,6.59,97.37,169.83,1
83,192,20.63,-13.23,5.01,2.07,24.93,-0.73,25.02,-219.46,137.39,40.29,262.04,6.95,89.08,156.33,1
83,192,18.33,-16.01,6.26,4.6,24.45,-3.55,25.12,-245.38,112.94,58.4,276.35,7.3,90.91,160.19,1
83,192,15.9,-15.43,11.88,10.34,22.82,-2.04,25.13,-263.13,121.18,96.7,305.41,6.68,87.77,159.24,1
83,192,15.62,-16.03,11.65,10.36,22.85,-2.74,25.24,-268.79,127.13,98.33,313.17,6.24,95.11,155.82,1
83,192,16.98,-14.74,10.75,8.81,23.27,-1.43,24.93,-257.27,133.75,93.8,304.76,7.3,85.45,149.66,1
83,192,15.5,-15.22,12.16,10.66,22.42,-1.93,24.9,-254.16,131.67,96.69,302.13,7.39,81.19,142.03,1
83,192,15.47,-14.98,12.56,10.97,22.33,-1.59,24.93,-260.82,138,98.83,311.2,6.77,79.4,144.97,1
83,192,15.87,-13.95,12.08,10.15,22.11,-0.74,24.35,-253.24,138.11,101.41,305.75,5.97,82.08,147.94,1
83,192,18.62,-13.13,6.44,3.95,23.33,-0.96,23.69,-236.66,127.62,76.2,279.48,6.95,81.51,162.97,1
83,192,18.98,-13.05,8.08,5.34,23.82,-0.16,24.41,-245.25,124.45,89.15,289.1,5.24,97.43,164.14,1
83,192,17.29,-14.64,11.85,9.71,23.65,-0.82,25.58,-252.36,111.32,112.07,297.72,4.89,101.16,173.63,1
83,192,17.41,-15.17,10.91,8.94,23.87,-1.55,25.54,-245.71,109.02,103.09,287.89,4.53,98.34,170,1
83,192,17.7,-17.2,7.59,6.32,24.67,-4.33,25.83,-259.08,103.18,91.01,293.35,5.46,91.44,154.91,1
83,192,18.54,-13.96,11.87,9.19,24.4,0.27,26.08,-264.63,113.93,110.95,308.73,3.43,96.84,167.94,1
83,192,22.79,-10.48,9.67,5.05,26.08,4.13,26.88,-279.39,142.19,129.36,339.13,5.8,99.83,182.69,1
83,192,15.13,-16.52,14.47,13.23,23.04,-2.33,26.67,-296.92,104.69,169.66,357.64,4.31,110.83,176.8,1
83,192,12.85,-15.41,16.54,15.52,20.8,-1.61,26.01,-328.45,117.13,200.77,402.38,4.05,108.13,157.63,1
83,192,12.52,-13.7,16.18,14.84,19.65,-0.45,24.62,-306.89,121.62,176.39,374.27,4.14,107.43,179.47,1
83,192,13.23,-14.97,16.5,15.25,20.92,-1.1,25.91,-318.92,144.08,195.88,401.04,4.84,96.57,188.17,1
83,192,6.82,-14.91,20.03,20.34,15.82,-2.42,25.88,-358.02,145.67,211.69,440.7,5.02,101.2,168.77,1
83,192,7.45,-15.79,19.3,19.7,16.7,-3.16,26.03,-324.85,147.27,191.94,405.04,4.49,90.76,154.36,1
83,192,9.45,-14.09,19.67,19.04,17.66,-0.77,25.98,-295.77,152.38,185.11,380.75,5.97,94.51,151.25,1
86,198,-12.53,7.1,18.09,22.3,-4.5,4.09,23.12,-84.87,-9.96,-8.78,85.9,0.76,396.95,544.83,2
86,198,-13.55,3.44,18.91,23.37,-2.35,1.02,23.52,-81.94,60.27,8.19,102.05,1.12,209.91,362.13,2
86,198,-13.29,7.41,18.66,23.21,-4.92,4.06,24.08,-106.29,80.54,-12.73,133.96,1.38,165.02,254.72,2
86,198,-13.41,9.06,18.17,22.95,-6.3,5.07,24.34,-86.05,110.9,-13.99,141.07,1.36,158.67,271.26,2
86,198,-14.47,7.6,17.71,23.08,-6.18,3.22,24.11,-96.68,98.54,-1.15,138.05,0.71,291.92,433.25,2
86,198,-14.39,6.66,17.96,23.2,-5.4,2.64,23.96,-104,123.37,9.31,161.61,0.63,313.16,482.89,2
86,198,-14,7.05,17.77,22.84,-5.51,3.09,23.7,-112.87,100.41,18.62,152.22,0.55,330.44,521.3,2
86,198,-13.51,7.61,18.05,22.85,-5.44,3.89,23.8,-122.94,73.26,19.17,144.38,0.61,294.94,508.25,2
86,198,-13.91,9.97,17.5,22.7,-7.49,5.24,24.48,-112.94,103.13,36.54,157.25,0.65,293.82,460.67,2
86,198,-13.74,8.7,19.01,23.82,-5.9,4.88,25.03,-101.11,60.38,52.13,128.78,0.68,281.67,453.19,2
86,198,-13.71,8.11,20.11,24.69,-5.01,4.83,25.65,-109.98,59.54,48.45,134.11,0.83,230.72,428.2,2
86,198,-13.98,8.22,21.12,25.69,-4.81,5.09,26.62,-137.07,60.54,19.28,151.08,0.74,256.97,440.73,2
86,198,-12.92,6.15,23.05,26.65,-1.95,4.79,27.13,-150.85,51.16,9.91,159.58,0.71,254.22,386.88,2
86,198,-13.19,7.08,22.91,26.7,-2.79,5.27,27.37,-157.28,100.83,-8.77,187.02,1.01,197.72,287.86,2
86,198,-14.72,7.29,22.43,27.13,-4.08,4.39,27.79,-152.39,109.62,-31.33,190.32,1.11,179.11,293.22,2
86,198,-15.27,7.4,23.07,27.99,-4.21,4.37,28.63,-157.32,139.32,-21.55,211.24,0.73,237.27,395.26,2
86,198,-17.43,6.81,22.33,28.52,-5.46,2.44,29.13,-165.47,138.69,-7.46,216.03,0.6,301.55,485.66,2
86,198,-18.85,7.51,20.78,28.02,-7.47,1.64,29.04,-202.8,88.09,-20.11,222.02,0.68,351.38,473.8,2
86,198,-18.7,9.23,13.86,22.21,-11.52,0.73,25.04,-195.82,114.37,-81.23,240.88,2.64,220.36,192.66,2
86,198,-18.2,12.2,6.7,16.1,-16.29,0.88,22.92,-156.69,126.41,-59.68,209.97,6.33,109.52,127.69,2
86,198,-18.9,13.93,3.75,14.08,-19.13,0.81,23.78,-165.11,131.16,-42.57,215.11,6.15,98.93,119.66,2
86,198,-18.75,12.02,3.46,13.67,-17.91,-0.62,22.54,-163.64,130.02,-33.86,211.74,6.06,142.86,128.02,2
86,198,-18.34,11.96,3.6,13.55,-17.55,-0.38,22.19,-148.75,129.75,-25.2,198.99,6.86,152.6,120.8,2
86,198,-18.63,9.19,2.75,12.88,-16.28,-2.91,20.95,-137.91,137.6,-22.63,196.11,6.42,170.72,130.52,2
86,198,-16.66,13.29,5.55,14.35,-16.55,2.22,22.03,-169.46,111.36,-27.87,204.67,5.97,173.96,122.9,2
86,198,-17.66,12.02,3.54,13.14,-17.2,0.03,21.66,-161.8,132.1,-29.49,210.94,6.95,168.33,113.19,2
86,198,-16.85,12.52,4.99,13.94,-16.41,1.34,21.58,-155,128.08,-42,205.41,6.24,181.86,123.63,2
86,198,-17.62,15.22,5.31,14.75,-18.53,3.03,23.87,-158.27,115.66,-33.84,198.91,6.15,173.27,123.02,2
86,198,-17.86,15.74,2.14,12.26,-20.38,2.24,23.9,-157.35,107.01,-16.25,190.97,5.71,116.19,141.47,2
86,198,-17.54,15.77,2.07,12.03,-20.26,2.42,23.69,-154.22,101.69,-11.89,185.11,5.71,125.98,141.13,2
86,198,-18.09,17.33,3.49,13.58,-21.01,3.73,25.29,-153.86,90.5,-12.49,178.94,4.98,166.8,146.53,2
86,198,-18.67,17.16,3.71,14.08,-21.15,3.35,25.62,-141.55,83.62,-10.39,164.74,4.98,127.55,144.13,2
86,198,-17.93,18.34,-0.84,9.92,-23.45,3.16,25.67,-140.6,78.33,21.16,162.33,4.58,100.58,151.61,2
86,198,-17.63,17.96,1.68,11.86,-21.94,3.88,25.24,-149.69,70.05,-0.65,165.27,5.89,200.27,115.29,2
86,198,-14.62,17.44,5.72,13.57,-17.98,6.55,23.46,-182.49,81.25,-26.98,201.57,6.06,193.58,143.32,2
86,198,-13.51,17.66,8.2,15.07,-16.37,8.17,23.7,-184.11,90.62,-27.07,206.99,6.33,121.45,158.69,2
86,198,-13.46,17.45,10.46,16.92,-15.23,8.8,24.4,-171.74,104.98,-12.92,201.69,5.89,106.41,167.5,2
86,198,-13.47,18.76,11.43,17.79,-15.68,10.08,25.78,-196.88,116.83,-1.03,228.94,6.59,150.42,133.11,2
86,198,-14.22,19.46,9.72,16.8,-17.34,9.62,26,-200.16,147.07,-6.48,248.46,6.24,132.71,157.89,2
86,198,-15.71,21.45,8.31,16.54,-20.18,9.79,27.87,-197.82,132.05,19.6,238.64,5.71,112.37,142.64,2
86,198,-15.78,24.26,5.61,14.44,-23.25,10.96,29.48,-190.5,113.83,49.68,227.41,5.33,126.7,141.5,2
86,198,-17.03,20.24,8.19,17.09,-20.23,8.08,27.69,-192.8,138.88,32.61,239.83,6.51,126.52,161.53,2
86,198,-18.62,18.16,12.05,21.09,-18.16,6.87,28.68,-201.63,164.83,27.87,261.92,6.95,115.8,157.97,2
86,198,-25.23,17.04,15,27.1,-20.19,3.23,33.95,-228.41,165.38,39.25,284.72,6.86,106.86,155.97,2
86,198,-28.63,15.37,10.43,25.04,-23.15,-1.49,34.13,-191.13,167.77,55,260.2,7.83,111.63,146.11,2
86,198,-31.61,16.4,1.58,19.29,-29.5,-5.35,35.65,-180.72,167.75,66.82,255.47,9.25,100.77,149.07,2
86,198,-29.94,16.85,-1.94,15.44,-30.3,-5.21,34.41,-183.78,169.75,84.41,264.04,8.37,118.38,154.88,2
86,198,-26.75,13.74,-0.79,14.53,-25.79,-5.33,30.09,-195.72,147.75,101.43,265.38,8.01,159.97,129.08,2
86,198,-23.25,12.98,1.91,14.86,-21.98,-2.99,26.7,-206.44,163.75,103.43,283.07,7.48,108.37,141.78,2
86,198,-20.55,9.64,12.56,22.16,-13.5,-0.45,25.95,-154.42,164.86,64.83,235,4.76,230.83,113.05,2
86,198,-19.66,9.1,11.79,21,-12.92,-0.59,24.66,-131.32,108.88,46.25,176.75,3.52,248.49,133.71,2
86,198,-20.57,11.03,6.1,16.82,-17.23,-1.54,24.12,-130.86,117.51,65.73,187.77,3.52,238.1,126.8,2
86,198,-20.04,9.09,11.09,20.62,-13.46,-1.04,24.66,-132.55,163,36.7,213.27,2.94,232.02,133.52,2
86,198,-20.16,7.73,14.74,23.68,-11.04,-0.93,26.15,-133.69,146.64,-65.94,209.11,1.42,169.11,231.41,2
86,198,-18.78,8.13,15.96,23.96,-9.92,0.56,25.95,-128.49,144.24,-54.49,200.69,0.67,278.97,452.72,2
86,198,-18.53,6.3,16.85,24.5,-8.18,-0.36,25.83,-128.11,73.16,-9.85,147.86,0.52,351.45,567.96,2
86,198,-17.79,6.33,16.53,23.82,-7.88,-0.03,25.09,-112.84,116.29,-10.13,162.36,0.53,384.14,651.89,2
86,198,-17,6.27,15.89,22.86,-7.64,0.17,24.1,-86.8,91.19,-0.55,125.91,0.51,418.14,658.26,2
86,198,-17.24,5.93,15.63,22.76,-7.68,-0.31,24.02,-81.8,66.98,10.15,106.22,0.5,480.83,699.22,2
86,198,-16.34,5.4,16.03,22.57,-6.61,-0.05,23.52,-63.68,73.55,2.86,97.33,0.51,489.83,742.09,2
86,198,-15.71,5.4,16.26,22.42,-6.11,0.38,23.25,-48.18,69.87,15.11,86.22,0.58,486.2,716.61,2
86,198,-15.51,4.91,16.12,22.18,-5.73,0.08,22.91,-15.52,70.01,16.18,73.51,0.52,555.92,815.67,2
86,198,-14.51,3.48,16.79,22.12,-3.88,-0.19,22.45,-7.89,43.15,-2.03,43.91,0.58,502.19,773.77,2
86,198,-14.63,3.27,16.86,22.24,-3.79,-0.39,22.55,3.01,48.95,-0.54,49.04,0.62,517.01,733.78,2
86,198,-15.13,3.83,16.68,22.37,-4.54,-0.32,22.84,-8.26,32.18,-3.88,33.45,0.58,542.4,767.59,2
86,198,-15.4,3.77,16.45,22.34,-4.77,-0.6,22.85,-9.54,36.48,-4.41,37.95,0.57,515.26,760.09,2
86,198,-15.26,3.87,15.98,21.87,-4.95,-0.59,22.44,-10.62,31.36,-5.89,33.63,0.57,550.32,766.21,2
86,198,-15.2,3.27,16.3,22.09,-4.38,-0.91,22.54,-21.37,46.34,-16.54,53.66,0.57,548.75,801.97,2
86,198,-14.56,2.52,16.38,21.77,-3.45,-1.07,22.07,-12.27,40.34,-14.32,44.54,0.62,518.17,766.96,2
86,198,-13.21,2.3,16.54,21.16,-2.42,-0.41,21.29,-13.57,29.4,-9.63,33.79,0.7,527.21,748.36,2
86,198,-12.82,2.23,16.99,21.3,-1.94,-0.1,21.4,-16.28,22.71,5.99,28.59,0.63,594.27,769.57,2
86,198,-12.88,2.51,17.2,21.54,-2.06,0.14,21.63,-13.41,10.24,4.76,17.53,0.6,636.72,847.97,2
86,198,-13.22,2.53,17.24,21.75,-2.27,-0.02,21.87,-18.23,13.62,9.26,24.57,0.62,621.44,839.85,2
86,198,-13.28,2.15,17.59,22.05,-1.9,-0.22,22.15,-19.62,10.31,14.31,26.38,0.65,554.1,754.13,2
